13 1491902680 17.881055 0.800000 17.005662 18.786105 256.258950
13 1491902681 17.881055 0.800000 17.005662 18.786105 256.258950
13 1491902682 17.881055 0.800000 17.005662 18.786105 256.258950
13 1491902683 17.881055 0.800000 17.005662 18.786105 256.258950
13 1491902684 17.881055 0.800000 17.005662 18.786105 256.258950
13 1491902685 19.492082 2.000000 15.524103 25.076942 781.434041
13 1491902686 19.492082 2.000000 15.524103 25.076942 781.434041
13 1491902687 19.492082 2.000000 15.524103 25.076942 781.434041
13 1491902688 19.492082 2.000000 15.524103 25.076942 781.434041
13 1491902689 19.492082 2.000000 15.524103 25.076942 781.434041
13 1491902690 19.349749 1.200000 15.599680 24.517310 460.075740
13 1491902691 19.349749 1.200000 15.599680 24.517310 460.075740
13 1491902692 19.349749 1.200000 15.599680 24.517310 460.075740
13 1491902693 19.349749 1.200000 15.599680 24.517310 460.075740
13 1491902694 19.349749 1.200000 15.599680 24.517310 460.075740
13 1491902695 18.917808 2.000000 16.027638 21.196558 720.506382
13 1491902696 18.917808 2.000000 16.027638 21.196558 720.506382
13 1491902697 18.917808 2.000000 16.027638 21.196558 720.506382
13 1491902698 18.917808 2.000000 16.027638 21.196558 720.506382
13 1491902699 18.917808 2.000000 16.027638 21.196558 720.506382
13 1491902700 20.151307 2.600000 16.797594 23.208408 1068.246613
16 1491902700 27.978174 0.600000 26.225584 30.703360 471.955754
13 1491902701 20.151307 2.600000 16.797594 23.208408 1068.246613
16 1491902701 27.978174 0.600000 26.225584 30.703360 471.955754
13 1491902702 20.151307 2.600000 16.797594 23.208408 1068.246613
16 1491902702 27.978174 0.600000 26.225584 30.703360 471.955754
13 1491902703 20.151307 2.600000 16.797594 23.208408 1068.246613
16 1491902703 27.978174 0.600000 26.225584 30.703360 471.955754
13 1491902704 20.151307 2.600000 16.797594 23.208408 1068.246613
16 1491902704 27.978174 0.600000 26.225584 30.703360 471.955754
13 1491902705 18.916281 1.600000 16.750218 23.458619 578.852597
16 1491902705 28.672634 1.000000 25.758575 31.890332 826.422136
13 1491902706 18.916281 1.600000 16.750218 23.458619 578.852597
16 1491902706 28.672634 1.000000 25.758575 31.890332 826.422136
13 1491902707 18.916281 1.600000 16.750218 23.458619 578.852597
16 1491902707 28.672634 1.000000 25.758575 31.890332 826.422136
13 1491902708 18.916281 1.600000 16.750218 23.458619 578.852597
16 1491902708 28.672634 1.000000 25.758575 31.890332 826.422136
13 1491902709 18.916281 1.600000 16.750218 23.458619 578.852597
16 1491902709 28.672634 1.000000 25.758575 31.890332 826.422136
13 1491902710 20.764366 1.600000 16.850800 24.612972 699.730188
16 1491902710 30.063762 1.400000 26.849575 33.012011 1272.568002
13 1491902711 20.764366 1.600000 16.850800 24.612972 699.730188
16 1491902711 30.063762 1.400000 26.849575 33.012011 1272.568002
13 1491902712 20.764366 1.600000 16.850800 24.612972 699.730188
16 1491902712 30.063762 1.400000 26.849575 33.012011 1272.568002
13 1491902713 20.764366 1.600000 16.850800 24.612972 699.730188
16 1491902713 30.063762 1.400000 26.849575 33.012011 1272.568002
13 1491902714 20.764366 1.600000 16.850800 24.612972 699.730188
16 1491902714 30.063762 1.400000 26.849575 33.012011 1272.568002
13 1491902715 19.550172 1.600000 17.177625 22.253152 616.890374
16 1491902715 28.284553 1.200000 24.063737 32.511754 970.953619
13 1491902716 19.550172 1.600000 17.177625 22.253152 616.890374
16 1491902716 28.284553 1.200000 24.063737 32.511754 970.953619
13 1491902717 19.550172 1.600000 17.177625 22.253152 616.890374
16 1491902717 28.284553 1.200000 24.063737 32.511754 970.953619
13 1491902718 19.550172 1.600000 17.177625 22.253152 616.890374
16 1491902718 28.284553 1.200000 24.063737 32.511754 970.953619
13 1491902719 19.550172 1.600000 17.177625 22.253152 616.890374
16 1491902719 28.284553 1.200000 24.063737 32.511754 970.953619
13 1491902720 20.101240 1.600000 16.882330 22.857760 655.032732
16 1491902720 29.574075 2.200000 25.983459 36.958032 1945.148881
13 1491902721 20.101240 1.600000 16.882330 22.857760 655.032732
16 1491902721 29.574075 2.200000 25.983459 36.958032 1945.148881
13 1491902722 20.101240 1.600000 16.882330 22.857760 655.032732
16 1491902722 29.574075 2.200000 25.983459 36.958032 1945.148881
13 1491902723 20.101240 1.600000 16.882330 22.857760 655.032732
16 1491902723 29.574075 2.200000 25.983459 36.958032 1945.148881
13 1491902724 20.101240 1.600000 16.882330 22.857760 655.032732
16 1491902724 29.574075 2.200000 25.983459 36.958032 1945.148881
13 1491902725 19.315647 2.600000 15.711815 24.402981 986.906845
16 1491902725 30.919751 1.000000 28.104518 35.283228 962.542999
13 1491902726 19.315647 2.600000 15.711815 24.402981 986.906845
16 1491902726 30.919751 1.000000 28.104518 35.283228 962.542999
13 1491902727 19.315647 2.600000 15.711815 24.402981 986.906845
16 1491902727 30.919751 1.000000 28.104518 35.283228 962.542999
13 1491902728 19.315647 2.600000 15.711815 24.402981 986.906845
16 1491902728 30.919751 1.000000 28.104518 35.283228 962.542999
